bodyId,in_degree,Q_value
519046655,674.0,0.27165907368171077
1670265095,509.0,-0.01611809201726117
1497973422,387.0,0.16486647508185995
793815358,378.0,0.23194286486719626
1532034864,315.0,0.09948778856664943
673746277,383.0,0.24304296913068538
328533761,631.0,0.2594022575209804
858587718,353.0,0.21907714743571907
326253554,733.0,0.26655243819909213
550422384,293.0,0.12117971761596852
5812981264,287.0,0.0764142665913931
861233275,588.0,0.2054892823416899
5813057861,356.0,0.1764435046722203
673366098,342.0,0.10521283851606329
1166186949,316.0,0.20965168764424122
912545106,299.0,0.20147422339079926
516055524,286.0,0.23979136056989167
1629383757,375.0,0.22081038902536787
800303089,344.0,0.15629652662077456
763220810,303.0,0.18533905282655372
575768294,361.0,0.25230871920122766
